year,country,countryISO,gini,lnGDPpc,lnGDPpc2,lnGDPpc3,lnGDPpc4,lnGDPpc5,rents,land,trade,fdi,area,gasoline,areaXgasoline,polity2,federal,lnGPDpcXfederal,aid,school,ethnic_gini,t1,t2,t3,t4,t5
1,Turkmenistan,TKM,0.0156218,8.573085,73.49778,630.1027,5401.924608,46311.15883,0.56374,0.033785,1.40551,0.032533,469930,,,-0.89999998,0,0,0.0015121,,0.6187619,1,0,0,0,0
2,Turkmenistan,TKM,0.0122071,8.32962,69.38258,577.9305,4813.940929,40098.29864,0.51823,0.03741,1.34501,0.051645,469930,0.1048793,0.0049286,-0.89999998,0,0,0.0020008,,0.5957327,0,1,0,0,0
3,Turkmenistan,TKM,0.0099633,8.505912,72.35053,615.4073,5234.600487,44525.05109,0.319375,0.038431,1.39452,0.048916,469930,0.0215808,0.0010141,-0.89999998,0,0,0.0027913,,0.5374392,0,0,1,0,0
4,Turkmenistan,TKM,0.0161205,8.862428,78.54263,696.0783,6168.944736,54671.82856,0.34535,0.040219,1.11836,0.096362,469930,0.1116828,0.0052483,-0.89999998,0,0,0.0009167,,0.5340919,0,0,0,1,0
5,Turkmenistan,TKM,0.0141234,9.214991,84.91605,782.5006,7210.737098,66446.87746,0.397372,0.040715,1.19681,0.122952,469930,0.1961638,0.0092183,-0.89999998,0,0,0.0007044,,0.5419616,0,0,0,0,1
1,Uganda,UGA,0.1129882,6.42132,41.23335,264.7725,1700.189197,10917.45889,0.194234,0.252573,0.297104,0.013369,199810,1.028828,0.020557,-0.5,0,0,0.0919439,0.101463,0.5767729,1,0,0,0,0
2,Uganda,UGA,0.1250064,6.60473,43.62246,288.1146,1902.918874,12568.26538,0.147314,0.253841,0.336472,0.02485,199810,1.098926,0.0219576,-0.40000001,0,0,0.0672252,0.101159,0.5644482,0,1,0,0,0
3,Uganda,UGA,0.1275235,6.731204,45.3091,304.9848,2052.915203,13818.59103,0.12128,0.281267,0.352805,0.030177,199810,0.972205,0.0194256,-0.40000001,0,0,0.0644581,0.180435,0.5505229,0,0,1,0,0
4,Uganda,UGA,0.1260974,6.936855,48.11996,333.8012,2315.53029,16062.49787,0.135781,0.313798,0.488105,0.055869,199810,1.170172,0.0233812,-0.1,0,0,0.0577257,0.235139,0.5657883,0,0,0,1,0
5,Uganda,UGA,0.1343184,7.069798,49.98204,353.3629,2498.204699,17661.80258,0.145153,0.340323,0.591195,0.050598,199810,1.290367,0.0257828,-0.1,0,0,0.0429426,,0.5373762,0,0,0,0,1
1,Ukraine,UKR,0.0447046,8.774944,76.99965,675.6676,5928.944899,52026.15947,0.030852,0.575283,0.573279,0.002926,579343.2,,,0.60000002,0,0,0.0016177,0.90152,0.5051865,1,0,0,0,0
2,Ukraine,UKR,0.0476157,8.325596,69.31554,577.0932,4804.645299,40001.53568,0.044555,0.569894,0.926658,0.01262,579343.2,0.5710097,0.0330811,0.69999999,0,0,0.0027266,0.978571,0.5382627,0,1,0,0,0
3,Ukraine,UKR,0.0508744,8.550712,73.11467,625.1824,5345.755804,45710.0183,0.080714,0.561349,1.12558,0.022211,579343.2,0.4972298,0.0288067,0.60000002,0,0,0.0025103,0.985749,0.5667755,0,0,1,0,0
4,Ukraine,UKR,0.0512252,8.869915,78.67539,697.8441,6189.817323,54903.15352,0.072076,0.560236,0.979361,0.062839,579343.2,0.8008481,0.0463966,0.68000001,0,0,0.0017354,0.939914,0.6061366,0,0,0,1,0
5,Ukraine,UKR,0.0471302,8.89102,79.05023,702.8372,6248.939913,55559.44974,0.054055,0.560968,1.09782,0.045893,579343.2,1.049252,0.0607877,0.60000002,0,0,0.002326,0.956899,0.538624,0,0,0,0,1
1,United Arab Emirates,ARE,0.0493647,11.44713,131.0368,1499.996,17170.63909,196554.5378,0.21786,0.004785,,0.003553,83600,,,-0.80000001,1,11.44713,-0.0000608,0.738646,0.393965,1,0,0,0,0
2,United Arab Emirates,ARE,0.0432847,11.45305,131.1723,1502.323,17206.18653,197063.3147,0.174766,0.005096,,0.00097,83600,0.268025,0.0022407,-0.80000001,1,11.45305,0.000024,0.818398,0.3800219,0,1,0,0,0
3,United Arab Emirates,ARE,0.0447771,11.47297,131.6291,1510.176,17326.20433,198783.0225,0.20417,0.007967,1.00465,0.021874,83600,0.2945034,0.002462,-0.80000001,1,11.47297,0.0000232,,0.3611153,0,0,1,0,0
4,United Arab Emirates,ARE,0.0488008,11.21102,125.6869,1409.078,15797.21429,177102.8853,0.265606,0.006333,1.3556,0.04646,83600,0.3880814,0.0032444,-0.80000001,1,11.21102,,,0.3598713,0,0,0,1,0
5,United Arab Emirates,ARE,0.0478644,10.84095,117.5261,1274.094,13812.40696,149739.6132,0.236987,0.005909,1.62474,0.022373,83600,0.4190773,0.0035035,-0.80000001,1,10.84095,,,0.2804931,0,0,0,0,1
1,United Kingdom,GBR,0.0175984,10.07996,101.6056,1024.181,10323.69665,104062.4493,0.01237,0.255666,0.486161,0.013209,241930,,,1,0,0,,0.974978,0.0839068,1,0,0,0,0
2,United Kingdom,GBR,0.0171081,10.22461,104.5426,1068.907,10929.1656,111746.4558,0.012838,0.252734,0.532975,0.03416,241930,1.20799,0.0292249,1,0,0,,1.00422,0.0805493,0,1,0,0,0
3,United Kingdom,GBR,0.0164408,10.38496,107.8473,1119.99,11631.06044,120788.0974,0.017527,0.238011,0.530706,0.033699,241930,1.400262,0.0338765,1,0,0,,1.02416,0.0774448,0,0,1,0,0
4,United Kingdom,GBR,0.0166807,10.45803,109.3703,1143.797,11961.88253,125097.7264,0.019097,0.247691,0.560881,0.073007,241930,1.458211,0.0352785,1,0,0,,1.00871,0.077838,0,0,0,1,0
5,United Kingdom,GBR,0.0153179,10.38967,107.9453,1121.516,11652.17542,121062.2574,0.014416,0.251367,0.618517,0.021669,241930,1.8213,0.0440627,1,0,0,,0.996774,0.0716954,0,0,0,0,1
1,United States,USA,0.0497981,10.42881,108.7601,1134.239,11828.75457,123359.8339,0.008916,0.19972,0.202908,0.005603,9157777,0.4167403,0.3816414,1,1,10.42881,,0.953549,0.2370366,1,0,0,0,0
2,United States,USA,0.0477645,10.5268,110.8134,1166.51,12279.63582,129265.2704,0.006915,0.194473,0.228583,0.016029,9157777,0.3938646,0.3606924,1,1,10.5268,,0.93901,0.2217887,0,1,0,0,0
3,United States,USA,0.0490216,10.63831,113.1737,1203.977,12808.27271,136258.3757,0.009051,0.188265,0.233362,0.014415,9157777,0.5059929,0.463377,1,1,10.63831,,0.93343,0.2175124,0,0,1,0,0
4,United States,USA,0.0470819,10.70497,114.5965,1226.752,13132.33093,140581.2086,0.016315,0.177158,0.270081,0.017713,9157777,0.5651957,0.5175936,1,1,10.70497,,0.946849,0.2172161,0,0,0,1,0
5,United States,USA,0.047072,10.70205,114.5339,1225.748,13118.00834,140389.5812,0.01354,0.173128,0.299115,0.015797,9157777,0.7694896,0.7046815,1,1,10.70205,,0.934706,0.1907626,0,0,0,0,1
1,Uruguay,URY,0.1438426,9.186178,84.38587,775.1837,7120.974422,65414.53858,0.009866,0.073134,0.396356,0.005495,175020,,,1,0,0,0.0043689,0.815632,0.4745865,1,0,0,0,0
2,Uruguay,URY,0.1327173,9.306628,86.61333,806.0781,7501.868021,69817.09498,0.008048,0.075763,0.368718,0.007266,175020,1.067329,0.0186804,1,0,0,0.0014482,0.87357,0.4705293,0,1,0,0,0
3,Uruguay,URY,0.1333534,9.257146,85.69475,793.2888,7343.590532,67980.68971,0.013554,0.075911,0.452576,0.019813,175020,1.000206,0.0175056,1,0,0,0.0008408,1.04434,0.4744205,0,0,1,0,0
4,Uruguay,URY,0.131547,9.432246,88.96727,839.1612,7915.174171,74657.86992,0.027893,0.085407,0.601271,0.061167,175020,1.143651,0.0200162,1,0,0,0.0007993,0.944233,0.4796054,0,0,0,1,0
5,Uruguay,URY,0.1210011,9.651311,93.1478,898.9984,8676.513394,83739.72916,0.028235,0.100141,0.548216,0.055894,175020,1.538468,0.0269263,1,0,0,0.0005443,0.903359,0.4729687,0,0,0,0,1
1,Uzbekistan,UZB,0.0818217,7.682203,59.01625,453.3748,3482.91693,26756.47489,0.2056,0.105093,0.572664,0.003339,425400,,,-0.89999998,0,0,0.0003983,0.930984,0.4465239,1,0,0,0,0
2,Uzbekistan,UZB,0.0819376,7.624413,58.13167,443.2199,3379.291475,25765.11385,0.232851,0.105195,0.548518,0.006475,425400,0.2593047,0.0110308,-0.89999998,0,0,0.0034378,0.892024,0.4343542,0,1,0,0,0
3,Uzbekistan,UZB,0.0807434,7.764839,60.29273,468.1633,3635.212651,28226.84097,0.655693,0.10552,0.605403,0.008453,425400,0.3098506,0.013181,-0.89999998,0,0,0.004343,0.935114,0.4377584,0,0,1,0,0
4,Uzbekistan,UZB,0.0816544,8.041249,64.66169,519.9608,4181.133569,33621.53613,0.615998,0.102351,0.733791,0.021265,425400,1.03812,0.0441616,-0.89999998,0,0,0.0023529,1.02434,0.4540183,0,0,0,1,0
5,Uzbekistan,UZB,0.0803477,8.280911,68.57349,567.851,4702.323118,38939.51923,0.255228,0.101473,0.616879,0.030328,425400,0.8640513,0.0367567,-0.89999998,0,0,0.0020855,1.0485,0.4301207,0,0,0,0,1
1,Vanuatu,VUT,0.0637496,7.732818,59.79647,462.3953,3575.618329,27649.60578,0.014484,0.016407,1.00371,0.136261,12190,,,,,,0.2105447,,0.7269511,1,0,0,0,0
2,Vanuatu,VUT,0.0724389,7.777374,60.48754,470.4342,3658.743262,28455.41472,0.012592,0.016407,0.971249,0.10242,12190,,,,,,0.1635706,0.302986,0.7662546,0,1,0,0,0
3,Vanuatu,VUT,0.0651789,7.747499,60.02374,465.0338,3602.849454,27913.07254,0.011632,0.016407,0.913803,0.061967,12190,,,,,,0.1583662,0.386085,0.7143057,0,0,1,0,0
4,Vanuatu,VUT,0.0625397,7.82963,61.30311,479.9807,3758.070798,29424.30386,0.010375,0.016407,0.972661,0.062504,12190,,,,,,0.1707651,,0.665595,0,0,0,1,0
5,Vanuatu,VUT,0.0703298,7.863991,61.84236,486.3278,3824.476804,30075.65116,0.012061,0.016407,0.978658,0.060292,12190,,,,,,0.1789982,0.595327,0.7404539,0,0,0,0,1
1,Venezuela,VEN,0.0871752,9.545195,91.11074,869.6697,8301.168326,79236.2704,0.269517,0.029428,0.54188,0.010514,882050,,,0.80000001,1,9.545195,0.000169,0.563331,0.0278904,1,0,0,0,0
2,Venezuela,VEN,0.0822316,9.509553,90.43159,859.9641,8177.873964,77767.92589,0.243033,0.02935,0.487358,0.040292,882050,0.0998739,0.0088094,0.78000003,1,9.509553,0.0001678,0.566854,0.0279845,0,1,0,0,0
3,Venezuela,VEN,0.0797267,9.401332,88.38504,830.9371,7811.915892,73442.41486,0.300418,0.029348,0.489037,0.023219,882050,0.0767211,0.0067672,0.62,1,9.401332,0.0003178,0.662569,0.0270116,0,0,1,0,0
4,Venezuela,VEN,0.0773706,9.606107,92.27729,886.4255,8515.098563,81796.94791,0.360954,0.030044,0.530684,0.005368,882050,0.0238237,0.0021014,0.36000001,1,9.606107,0.0001746,0.788969,0.0290277,0,0,0,1,0
5,Venezuela,VEN,0.0740819,9.627529,92.68932,892.3691,8591.30905,82713.07702,0.276963,0.029855,0.487262,0.007629,882050,0.020508,0.0018089,-0.30000001,1,9.627529,0.0001152,0.836272,0.0281345,0,0,0,0,1
1,Vietnam,VNM,0.0791804,7.366679,54.26796,399.7747,2945.011427,21694.95383,0.112123,0.168833,0.724208,0.079235,315882.1,,,-0.69999999,0,0,0.007906,,0.4245229,1,0,0,0,0
2,Vietnam,VNM,0.0669758,7.627064,58.1721,443.6823,3383.99383,25809.93752,0.085274,0.174432,0.92312,0.075266,315882.1,0.4113445,0.0129936,-0.69999999,0,0,0.0102565,0.572197,0.3893352,0,1,0,0,0
3,Vietnam,VNM,0.0626991,7.870799,61.94948,487.5919,3837.737688,30206.06196,0.107543,0.209293,1.10428,0.035767,315882.1,0.4300178,0.0135835,-0.69999999,0,0,0.0111398,,0.3674442,0,0,1,0,0
4,Vietnam,VNM,0.0605638,8.148643,66.40039,541.0731,4409.010828,35927.45522,0.152076,0.203813,1.42852,0.064986,315882.1,0.6958513,0.0219807,-0.69999999,0,0,0.0099903,,0.3635624,0,0,0,1,0
5,Vietnam,VNM,0.0597345,8.340263,69.55999,580.1487,4838.591779,40355.12798,0.122938,0.207878,1.57229,0.059176,315882.1,0.9027261,0.0285155,-0.69999999,0,0,0.0098751,,0.3369787,0,0,0,0,1
1,Yemen,YEM,0.062223,8.06435,65.03374,524.4549,4229.387458,34107.26075,0.234309,0.029213,0.442871,0.094362,527970,,,-0.23333333,0,0,0.0085058,,0.0974053,1,0,0,0,0
2,Yemen,YEM,0.056803,8.116829,65.88291,534.7603,4340.558227,35231.5689,0.29812,0.030297,0.754727,-0.03134,527970,0.3029847,0.0159967,-0.2,0,0,0.0087087,0.413665,0.08471,0,1,0,0,0
3,Yemen,YEM,0.0504134,8.201178,67.25932,551.6056,4523.816206,37100.62194,0.325351,0.026528,0.734582,0.005976,527970,0.2197168,0.0116004,-0.2,0,0,0.0057406,0.47134,0.0929335,0,0,1,0,0
4,Yemen,YEM,0.0468257,8.267874,68.35773,565.1732,4672.780684,38633.96192,0.305766,0.024403,0.794247,0.026457,527970,0.2845924,0.0150256,-0.2,0,0,0.0041765,0.45041,0.0797119,0,0,0,1,0
5,Yemen,YEM,0.0478228,8.182871,66.95937,547.9199,4483.558276,36688.37899,0.225077,0.023335,,-0.004077,527970,0.4126576,0.0217871,-0.03333333,0,0,0.0062946,0.457995,0.0624777,0,0,0,0,1
1,Zambia,ZMB,0.1016917,7.595538,57.6922,438.2033,3328.389653,25280.91009,0.100545,0.037706,0.749912,0.040374,743390,0.9376657,0.0697051,0.60000002,0,0,0.0768323,0.205146,0.7974269,1,0,0,0,0
2,Zambia,ZMB,0.098732,7.561775,57.18044,432.3857,3269.60285,24724.00109,0.098938,0.037455,0.614678,0.041957,743390,0.6748334,0.0501664,0.2,0,0,0.0648358,,0.7926739,0,1,0,0,0
3,Zambia,ZMB,0.0990336,7.639719,58.3653,445.8945,3406.508991,26024.77146,0.066159,0.037278,0.646196,0.054738,743390,0.9570943,0.0711494,0.41999999,0,0,0.0526508,,0.7904146,0,0,1,0,0
4,Zambia,ZMB,0.0940345,7.858792,61.76062,485.3639,3814.373157,29976.36525,0.220098,0.0406,0.60281,0.056605,743390,1.423505,0.1058219,0.57999998,0,0,0.0429303,,0.7818542,0,0,0,1,0
5,Zambia,ZMB,0.0907883,8.061918,64.99453,523.9805,4224.287869,34055.86241,0.260111,0.048875,0.713323,0.067157,743390,1.401431,0.104181,0.69999999,0,0,0.0235471,,0.7478583,0,0,0,0,1
1,Zimbabwe,ZWE,0.1283967,7.648035,58.49243,447.3521,3421.365462,26166.7228,0.079005,0.078583,0.659997,0.003834,386850,0.6120873,0.0236786,-0.60000002,0,0,0.0414888,0.398467,0.1226783,1,0,0,0,0
2,Zimbabwe,ZWE,0.1242465,7.745975,60.00012,464.7594,3600.015444,27885.62963,0.051147,0.087683,0.785736,0.02397,386850,0.3833063,0.0148282,-0.54000002,0,0,0.0180647,0.419739,0.1092521,0,1,0,0,0
3,Zimbabwe,ZWE,0.1267563,7.586097,57.54886,436.5713,3311.872173,25124.18355,0.04413,0.0943,0.710528,0.002055,386850,0.5461638,0.0211283,-0.38,0,0,0.0103566,0.414753,0.1114843,0,0,1,0,0
4,Zimbabwe,ZWE,0.1342315,7.200299,51.8443,373.2945,2687.832032,19353.1943,0.123984,0.104795,0.838923,0.012557,386850,1.20523,0.0466243,-0.30000001,0,0,0.0283346,,0.129987,0,0,0,1,0
5,Zimbabwe,ZWE,0.1261583,7.274016,52.91131,384.8777,2799.606596,20364.38317,0.111711,0.105123,1.04426,0.028299,386850,1.250812,0.0483877,0.1,0,0,0.0380658,,0.1137031,0,0,0,0,1
